Speed,Vertical_Acceleration,Lateral_Acceleration,Longitudinal_Acceleration,Roll,Pitch,Yaw,Status
86.9,0.033,0.008,-0.024,-1.634,0,3.101,2
80.3,-0.019,0.004,-0.005,-1.501,-0.005,0.092,2
109.2,-0.017,-0.003,-0.012,-1.573,0.001,2.447,1
130.5,-0.006,0.01,-0.012,-1.566,-0.01,-2.421,2
82.2,-0.035,0.024,0.002,-1.561,0.013,2.917,2
101.5,-0.016,-0.018,0.035,-1.577,-0.013,-1.408,2
85,-0.023,0.014,-0.004,-1.57,-0.025,0.8,2
91.7,-0.025,-0.011,-0.029,-1.538,-0.04,-1.889,1
82.9,0.001,-0.026,-0.053,-1.553,-0.021,-0.29,2
92.9,0.019,-0.013,0.008,-1.503,-0.047,1.577,2
92.1,-0.001,-0.015,-0.044,-1.529,-0.022,1.167,1
125.8,-0.005,-0.009,0.007,-1.583,-0.035,-2.647,2
114.6,-0.023,-0.016,-0.025,-1.523,0.006,0.143,2
47.3,0.01,0.019,-0.036,-1.528,0.04,-1.127,2
90.8,-0.017,0.025,-0.046,-1.523,-0.022,-1.238,2
75.3,-0.03,0.012,0.009,-1.552,0.026,-1.344,2
90.6,-0.033,-0.059,-0.01,-1.631,-0.049,-0.103,1
117.1,-0.005,0.02,-0.025,-1.538,-0.024,0.208,1
86.4,-0.022,-0.057,0.007,-1.582,-0.023,-0.232,2
97.1,-0.008,-0.009,0.004,-1.513,-0.021,0.838,2
114.8,-0.012,0.026,-0.015,-1.605,-0.09,-1.073,2
64.1,-0.04,0.013,0.014,-1.528,0.019,-0.445,1
79.6,-0.004,-0.021,0.012,-1.586,0.004,-0.302,2
115.9,0.01,-0.002,0.033,-1.558,0.005,-2.18,2
79,0.006,-0.029,0.087,-1.559,-0.013,0.092,2
83.5,-0.098,0.047,0.002,-1.587,-0.027,1.387,2
72.2,-0.005,0,0.008,-1.55,0.004,2.027,2
97.9,-0.044,0.002,-0.009,-1.565,-0.039,-1.383,2
73.8,-0.004,-0.012,0.03,-1.51,0,-0.943,2
118.9,-0.033,-0.018,0,-1.533,0.016,2.657,1
85.5,0.015,-0.002,0.01,-1.549,-0.024,1.921,2
103.8,-0.012,-0.008,-0.025,-1.522,-0.036,1.275,2
121.9,0.029,-0.009,0.005,-1.563,-0.03,-0.847,1
95,-0.005,-0.006,-0.011,-1.541,0.023,0.007,2
88.4,0.042,0.003,-0.006,-1.53,-0.003,-0.009,2
87.8,-0.018,-0.006,-0.002,-1.53,-0.056,-1.354,1
97.1,-0.023,0.006,0.006,-1.591,-0.013,-0.67,1
102.2,-0.029,0.014,-0.009,-1.566,0.018,2.579,2
100.1,-0.06,0.005,-0.045,-1.523,-0.004,0.433,1
116.1,-0.015,-0.011,0.025,-1.551,-0.032,-2.649,1
116.1,-0.029,0.008,0.006,-1.621,-0.021,-2.516,2
69.2,-0.001,0.006,0.036,-1.55,0.023,-2.507,2
104.8,-0.01,-0.01,-0.041,-1.522,0.012,0.143,2
78.1,-0.009,0.004,0.012,-1.527,0.003,3.047,2
89.4,-0.05,0.029,-0.022,-1.497,0.016,1.136,1
70.4,-0.007,-0.036,0.034,-1.62,-0.003,-0.062,1
129.2,-0.096,-0.433,-0.026,-1.563,-0.347,-0.422,2
90.8,-0.045,0.021,0,-1.599,-0.061,-0.72,1
75.9,-0.025,0.019,0.014,-1.549,0,-2.568,2
104.3,0.022,0.013,0.007,-1.553,-0.015,-0.798,1
79.9,-0.051,-0.036,0.075,-1.423,-0.077,-1.505,2
91.2,-0.035,-0.021,0.033,-1.529,-0.004,-1.376,2
80.9,-0.009,-0.02,-0.03,-1.537,-0.029,-1.568,2
109.3,-0.003,0.051,-0.013,-1.542,-0.044,0.29,1
98.6,-0.063,-0.014,-0.019,-1.527,0.032,0.154,1
62.1,0.004,-0.025,0.02,-1.572,-0.037,-2.094,1
84.7,0.013,-0.001,-0.003,-1.506,0.002,0.867,1
134.8,-0.057,-0.434,-0.039,-1.589,-0.352,-0.451,2
75.7,-0.016,-0.015,-0.014,-1.516,0.03,2.734,2
97.4,-0.001,0.004,0.012,-1.547,0.038,-1.267,1
88.5,-0.02,0.002,0.02,-1.534,-0.017,0.561,2
114.6,-0.014,0.004,0.027,-1.612,-0.062,0.461,2
89.2,-0.027,0.007,0.024,-1.561,0.006,0.091,1
92.2,-0.006,0.007,-0.005,-1.494,-0.003,0.478,1
93.8,0.04,-0.021,-0.014,-1.569,0.018,0.082,1
89.8,-0.01,-0.013,0.002,-1.579,-0.03,-0.192,2
96.7,-0.01,0,-0.034,-1.494,0.006,-0.012,2
102.1,-0.011,0.012,0.031,-1.569,0.016,-1.237,2
121.6,0.035,0.001,0.011,-1.579,0.087,0.663,2
87.1,-0.018,-0.034,0.002,-1.544,0.003,0.778,2
98.6,-0.021,-0.032,0.027,-1.486,-0.009,-0.694,1
121.1,-0.039,0.02,0.011,-1.597,-0.013,2.305,1
85.7,-0.013,-0.005,-0.006,-1.55,-0.013,1.681,2
85.5,0.004,0.049,-0.02,-1.595,-0.035,-0.037,2
126,-0.017,0.003,0.047,-1.561,-0.053,-2.656,2
88.8,-0.014,-0.004,-0.001,-1.503,-0.052,-0.883,2
79.7,-0.01,0.002,-0.02,-1.571,-0.005,0.016,1
95,-0.042,0,0.013,-1.531,0.003,-0.656,1
88.7,-0.016,-0.011,-0.006,-1.555,-0.053,-0.247,1
119.1,0.005,-0.037,0.014,-1.538,0.001,-2.321,2
63,-0.034,-0.06,-0.025,-1.531,0.254,1.413,2
107.5,0.003,-0.005,0.037,-1.569,-0.02,2.614,1
79.4,0.011,-0.007,0.009,-1.58,-0.02,-0.342,2
61.5,-0.017,0.003,0.01,-1.578,-0.014,1.7,1
96.4,0.01,-0.033,0.014,-1.499,0.018,0.091,2
83.7,0,0.007,-0.005,-1.572,-0.015,-1.546,1
88,-0.015,-0.002,-0.004,-1.583,0.001,0.31,1
85.2,0.054,0.007,0.031,-1.639,-0.028,-0.702,2
94.7,0.017,0.006,0.001,-1.56,-0.012,-0.5,1
123.7,-0.046,-0.001,-0.006,-1.587,0.011,2.727,1
92.6,-0.039,0.02,0.005,-1.577,0.003,-3.109,2
75.1,0.002,0.001,-0.102,-1.456,0.022,-0.906,2
115.9,0.02,-0.022,-0.032,-1.549,0.016,2.742,2
84.4,-0.015,0.005,0.006,-1.588,0.012,1.767,2
84.9,-0.046,0.009,-0.022,-1.564,0,3.059,2
110.1,0.021,0.022,0.006,-1.598,0.042,-1.028,1
88.1,0.003,-0.039,-0.05,-1.604,-0.002,1.837,2
114.7,-0.024,0.026,-0.002,-1.625,-0.001,2.402,1
136.5,-0.071,0.029,0.004,-1.543,-0.005,0.332,2
101.8,0.006,0.009,-0.072,-1.591,0.017,0.368,2
91,-0.04,-0.016,0.007,-1.596,0.025,-0.564,1
96.4,-0.004,-0.036,0.007,-1.572,-0.003,0.038,1
89.5,-0.016,0.005,-0.015,-1.542,-0.168,-1.88,2
93.6,-0.025,-0.007,0.003,-1.577,-0.08,-2.739,1
104.9,-0.024,-0.001,0.007,-1.563,0.04,-0.743,1
117.1,-0.006,-0.008,0.03,-1.532,0.001,0.285,1
134.5,-0.028,-0.025,0.007,-1.542,-0.049,0.246,2
86.9,-0.024,0.027,0.01,-1.555,-0.029,-1,1
77.7,-0.068,0.008,-0.039,-1.575,-0.018,-0.735,1
71.5,0.005,0.004,-0.001,-1.509,-0.027,-1.03,1
88.9,0.03,0.033,0.016,-1.624,-0.005,0.299,2
84,-0.007,0.012,0.009,-1.595,0.005,0.23,1
95,0.008,0.008,-0.011,-1.551,-0.057,0.292,1
84.7,-0.003,-0.069,0.004,-1.508,-0.055,-0.332,1
93.1,-0.026,0.015,-0.028,-1.53,0.04,1.343,2
86.7,-0.105,-0.425,-0.189,-1.715,-0.438,-0.495,2
118.7,0.004,-0.017,0.011,-1.546,-0.01,0.62,2
128.3,0.005,0.003,-0.005,-1.516,-0.001,2.699,2
128.1,-0.008,-0.007,0.039,-1.561,-0.074,0.358,2
98.1,-0.032,0.001,-0.016,-1.574,-0.031,-2.759,1
77.3,0.005,0.007,0.005,-1.602,0.009,-0.273,1
94.1,0.005,-0.034,-0.02,-1.512,0.008,0.065,1
137.6,-0.034,-0.032,0.005,-1.551,0.05,-2.429,2
76.9,-0.019,0,0.003,-1.517,-0.016,2.992,2
98,-0.027,0.001,-0.021,-1.545,-0.011,-1.416,2
107,-0.048,-0.015,-0.008,-1.559,0.007,-3.122,2
96.3,-0.003,-0.014,0.006,-1.595,0.005,0.189,2
119.8,0.017,0.011,0.007,-1.566,0.007,-0.615,1
100.3,-0.027,0.071,-0.001,-1.518,0.017,-1.279,2
90,0.004,-0.01,-0.005,-1.535,-0.02,-3.042,2
106,0.019,-0.009,0,-1.617,-0.022,0.393,1
90.4,-0.107,-0.447,-0.004,-1.546,-0.442,-0.325,2
75,-0.03,0.077,-0.002,-1.526,-0.123,-0.956,1
120.2,0.015,0.056,-0.025,-1.551,0.004,1.965,1
80.5,0.004,0.021,-0.004,-1.53,-0.072,-1.685,1
83.7,0.004,0.004,-0.055,-1.528,0.046,-0.926,2
112.4,-0.021,-0.022,0.007,-1.528,0.02,1.797,1
85.5,0,-0.016,0.015,-1.575,-0.006,-0.048,1
83.4,-0.045,-0.019,0.016,-1.546,-0.009,-2.908,2
84.5,-0.009,-0.016,0.008,-1.604,0.007,-0.351,2
90,-0.027,0.033,-0.006,-1.586,-0.019,-1.456,1
99.4,0.044,0.001,0.001,-1.548,-0.026,-2.859,1
69.6,-0.011,-0.114,0.051,-1.566,-0.168,-1.976,2
101.3,-0.04,0.002,0.01,-1.539,0.004,-2.683,1
140.4,0.015,0.043,0.007,-1.527,0.032,-2.35,2
111.1,0.02,0.027,-0.001,-1.572,0.005,0.2,2
82.4,-0.058,-0.028,-0.007,-1.512,-0.03,-0.371,2
87.4,-0.01,0.016,0.012,-1.544,-0.005,-2.401,2
86.7,-0.008,0.006,0.004,-1.526,-0.035,-2.869,2
104.1,-0.025,-0.004,-0.003,-1.58,0.004,-2.787,1
77.8,-0.014,-0.021,0.026,-1.543,-0.003,-1.653,2
79,-0.014,0.012,0.003,-1.573,0.022,2.908,2
87.5,-0.054,-0.004,-0.006,-1.561,0.016,0.054,1
63,-0.043,0.012,0.004,-1.585,-0.005,-2.886,1
77.5,-0.045,-0.029,-0.04,-1.311,-0.097,-3.129,1
87.3,0.021,0.052,0.01,-1.594,0.005,0.373,1
116,-0.003,0.046,-0.032,-1.648,0.041,0.611,2
68.9,-0.02,0.011,-0.002,-1.499,0.009,2.222,1
89.6,-0.029,-0.01,0.015,-1.588,-0.021,0.879,1
84.8,-0.032,-0.028,0,-1.564,0.033,-2.837,1
59.8,0.026,0.003,-0.045,-1.67,-0.015,-0.089,1
91.1,-0.008,-0.009,-0.004,-1.608,-0.004,-1.029,1
118,0.051,-0.023,-0.009,-1.491,0,2.884,2
90.5,0.03,-0.014,0.045,-1.544,0.004,-1.841,2
99.4,-0.006,-0.017,0.007,-1.568,-0.017,-2.818,1
88.2,-0.006,0.025,0.003,-1.534,-0.007,0.156,1
85,-0.011,0.028,0.009,-1.584,-0.005,1.845,1
125.2,-0.042,0.017,-0.015,-1.603,-0.049,-2.634,2
87.4,0.005,0.028,-0.031,-1.522,-0.042,-0.341,2
34.8,-0.02,0.005,0.03,-1.626,0.012,-2.852,1
119.6,-0.013,0.02,-0.002,-1.563,-0.048,2.413,1
102.1,0.008,-0.004,-0.062,-1.453,-0.007,-2.539,2
94.6,0.011,0.033,-0.021,-1.526,-0.014,-3.028,2
91.4,-0.023,0.001,-0.017,-1.545,-0.089,-0.378,1
91,0.008,0.034,0.004,-1.508,0.059,-1.048,1
88.4,-0.032,0.031,0.01,-1.542,-0.018,0.029,2
75.3,-0.03,0.021,0.01,-1.605,-0.006,-0.144,2
71.2,0.049,-0.044,0.077,-1.44,-0.028,-1.295,2
92.1,-0.013,0.001,0.054,-1.459,-0.026,-0.127,2
94.8,-0.04,-0.012,-0.01,-1.581,-0.053,1.669,2
80.7,0.006,0.009,0.008,-1.593,-0.04,1.097,2
88.7,0.018,0.041,0.009,-1.532,-0.02,0.554,2
98,-0.043,-0.016,-0.007,-1.596,0.024,0.381,2
115.2,-0.067,-0.058,-0.086,-1.59,-0.021,-0.445,2
110.7,-0.022,0.014,-0.047,-1.552,-0.1,-0.128,2
73.9,-0.083,-0.197,-0.027,-1.559,-0.008,0.065,1
99.1,0.013,0.004,0.033,-1.57,-0.003,0.26,1
104.8,-0.003,0.007,-0.031,-1.59,-0.014,-1.243,2
97.2,-0.005,-0.067,0.004,-1.594,0.031,-2.634,1
94,-0.026,0.013,-0.007,-1.575,-0.067,-2.861,1
89.5,-0.021,0.002,-0.012,-1.537,0.015,0.01,2
104.6,-0.02,0.023,0.041,-1.594,0.028,2.459,1
90.1,-0.023,0.003,0.004,-1.567,-0.017,0.791,2
100.3,-0.004,0.009,-0.002,-1.58,-0.003,0.096,2
96.4,-0.02,-0.003,-0.007,-1.54,0.035,-1.36,1
82,-0.028,0.023,0.038,-1.582,0.001,1.976,2
134.7,-0.024,0,-0.008,-1.54,-0.005,0.371,2
58.5,-0.028,0.011,-0.093,-1.614,0.23,-2.481,2
84.7,-0.023,-0.01,0.011,-1.539,-0.045,-0.245,1
138.5,-0.045,0.067,0.027,-1.548,-0.006,-2.377,2
88.2,-0.035,0.006,0.008,-1.573,-0.037,-0.184,2
87.5,-0.005,0.01,-0.004,-1.518,0.007,0.161,1
115.2,-0.06,0.025,-0.023,-1.611,-0.117,-1.218,2
103.8,-0.102,-0.032,-0.121,-1.604,0.041,-1.421,2
110.7,-0.055,-0.018,-0.019,-1.548,-0.013,2.561,1
82,-0.023,-0.024,0.034,-1.629,-0.059,0.03,1
74.9,-0.042,-0.007,-0.003,-1.573,0.039,2.918,2
85.5,-0.008,0.008,-0.013,-1.547,-0.006,2.76,2
112.4,0.012,0.02,-0.003,-1.554,0.001,0.297,1
120,-0.037,-0.007,0.014,-1.539,0.106,-1.911,2
109.4,-0.029,-0.021,-0.001,-1.556,0.023,0,2
53.7,-0.051,0.01,-0.072,-1.585,0.235,2.716,2
68.8,-0.035,-0.02,0.005,-1.641,0.031,2.222,1
88.3,0.015,-0.017,0.018,-1.574,-0.035,-0.835,1
95.9,-0.044,-0.001,-0.004,-1.5,0.018,-2.754,1
110.3,-0.049,-0.025,-0.033,-1.6,-0.018,2.092,1
91.6,-0.016,0.011,-0.009,-1.513,-0.004,-0.048,1
64.6,-0.011,0.006,0.061,-1.524,0.034,-3.078,2
86.1,-0.014,0.021,0.042,-1.524,-0.017,-2.753,1
110.6,0.007,0.045,-0.018,-1.529,0.013,2.914,2
89.6,0,0.016,-0.017,-1.558,-0.013,-1.786,1
99.9,-0.042,-0.015,0.018,-1.555,-0.013,-2.851,1
90.9,-0.02,0.034,-0.003,-1.523,0.027,0.195,1
89.2,-0.034,0.006,0.035,-1.503,-0.01,0.564,2
106,-0.001,0.004,-0.049,-1.528,0.015,0.141,2
103.5,-0.045,0.018,0.002,-1.537,0.038,1.921,1
96.2,0.006,-0.012,0.022,-1.61,0.007,-0.457,2
120.5,-0.012,0.034,-0.012,-1.578,-0.06,-0.103,2
101.2,-0.005,-0.001,-0.006,-1.595,-0.017,1.883,2
98.9,0.005,-0.012,0.009,-1.554,0.016,3.132,2
69.2,-0.013,0.021,-0.035,-1.505,-0.021,1.772,2
83.8,0.054,0.023,0.001,-1.586,0.007,1.132,2
83.1,0.003,-0.043,0.01,-1.636,0.002,-0.187,2
104.3,-0.016,-0.011,-0.008,-1.593,0.012,-0.027,2
81,-0.038,0.021,-0.029,-1.538,-0.028,2.888,2
90.8,-0.016,0.01,-0.01,-1.602,-0.008,-0.062,2
121.9,-0.017,-0.026,-0.019,-1.566,-0.008,0.167,2
140.4,-0.014,-0.057,0.014,-1.513,0.034,-2.387,2
72.3,-0.045,0.006,0.032,-1.605,-0.013,-0.14,2
117,-0.035,0.002,0.003,-1.598,-0.044,-1.51,1
98.2,0.002,0.008,-0.005,-1.559,-0.041,-0.31,2
121.5,-0.058,-0.004,-0.001,-1.543,0.014,0.182,2
127.9,-0.034,-0.021,0.02,-1.585,-0.049,-0.987,2
54.3,-0.001,0.001,0.011,-1.519,0.004,2.16,1
95.3,-0.01,0.011,0.014,-1.587,0.012,-0.017,2
107.4,-0.011,0.034,-0.024,-1.565,0.007,0.043,1
106.3,0.011,0.002,0.003,-1.543,-0.012,-1.002,1
139,-0.003,-0.014,-0.005,-1.532,-0.005,0.305,2
94.2,0.008,0.081,-0.002,-1.574,-0.035,-2.583,1
121.4,-0.01,-0.002,0.008,-1.534,0.028,-0.701,1
103.3,-0.006,-0.008,-0.01,-1.589,0.005,0.14,2
89,0.008,0.006,0.027,-1.559,-0.006,-0.084,2
88.3,-0.005,0.03,-0.033,-1.566,-0.009,0.01,2
110.2,-0.001,0.048,-0.05,-1.55,-0.005,-1.469,1
95.9,-0.002,0.036,-0.006,-1.535,-0.012,-1.814,1
71.9,-0.025,-0.017,-0.018,-1.499,0.026,-1.417,1
95.6,0.002,0.008,-0.005,-1.55,-0.044,0.05,2
88.8,-0.011,-0.009,0.029,-1.513,-0.024,-0.589,2
83.9,-0.043,0.006,0.003,-1.496,-0.006,0.652,1
102.1,-0.024,-0.031,0.011,-1.55,-0.021,-1.418,2
92.9,0.012,0.006,0.001,-1.594,0.015,0.115,1
76.7,-0.034,0.004,-0.003,-1.563,-0.004,-1.585,2
82.8,0.007,0.003,0.016,-1.553,-0.026,-0.192,1
99,-0.01,0.001,-0.005,-1.538,0.017,-0.822,1
109,-0.033,-0.002,0.02,-1.559,0.038,-0.81,1
71.2,-0.018,0.053,-0.032,-1.535,-0.054,-1.343,2
92.7,-0.039,0.049,0,-1.531,-0.019,-1.858,1
114.3,0.004,-0.025,0.047,-1.565,0.019,-3.072,2
100.4,0.004,0.012,0.003,-1.545,-0.038,-0.155,2
76.6,-0.021,0.006,0.002,-1.605,0.002,0.313,2
65.4,-0.035,-0.005,-0.081,-1.541,-0.141,-0.476,2
72.5,0.024,0.006,0.009,-1.581,-0.005,-1.338,1
100.5,0.01,0.018,-0.035,-1.565,-0.059,-2.809,1
90.9,-0.027,-0.022,-0.003,-1.578,0.004,-2.934,2
57,-0.018,0.022,-0.056,-1.603,0.271,0.409,2
87.5,-0.011,0.027,0.001,-1.527,-0.012,-1.092,2
92.4,-0.005,-0.009,-0.008,-1.557,0.003,-1.104,2
95.1,-0.021,-0.028,0.003,-1.548,-0.019,0.936,2
80.2,-0.017,-0.003,-0.001,-1.539,0.009,2.023,2
91.8,-0.006,-0.02,0.021,-1.578,-0.029,-1.373,2
90.2,-0.024,-0.003,-0.005,-1.555,-0.003,-2.873,2
95.8,0.014,0.004,0.023,-1.547,-0.008,-3.037,2
84.7,0.015,-0.009,0.017,-1.572,0.027,0.01,1
71.1,-0.051,0.165,0.022,-1.532,-0.145,-0.071,1
92.2,-0.052,0.017,-0.002,-1.607,0.067,2.008,2
98.2,-0.016,-0.035,0.005,-1.509,0.001,0.209,2
102.4,-0.018,-0.006,0.038,-1.549,0.021,0.14,2
92.8,0,-0.035,0.006,-1.587,-0.037,-2.865,1
90.5,-0.029,-0.018,-0.015,-1.497,0.008,0.559,2
134.4,-0.023,0.04,-0.023,-1.625,-0.094,0.243,2
138.1,-0.071,0.033,0.01,-1.586,-0.002,2.845,2
122.1,-0.007,0.041,-0.007,-1.576,0.086,0.691,2
89.4,-0.05,0.066,-0.021,-1.528,0.004,-0.645,1
84.1,-0.007,0.037,0.005,-1.513,0.01,0.318,1
98.2,-0.009,-0.009,-0.011,-1.499,0.031,1.391,2
119.2,0,0.021,0.005,-1.538,-0.003,1.771,1
100.5,-0.025,0.019,-0.003,-1.577,0.004,-1.292,2
107.9,0.016,-0.012,-0.019,-1.514,-0.012,-1.943,2
120.4,0.017,0.007,0.005,-1.572,0.027,-3.031,2
95.9,0.006,-0.006,0.011,-1.544,-0.009,-2.731,1
106.7,0.01,-0.006,-0.039,-1.521,-0.008,0.327,1
79.7,-0.045,-0.024,-0.005,-1.56,-0.004,1.764,2
108.5,0.009,0.037,0.004,-1.565,0.025,2.005,1
72.6,-0.034,0.003,-0.007,-1.608,0.008,-0.073,1
127.7,-0.031,0.017,-0.052,-1.469,0.015,0.374,2
98.1,0.018,-0.039,0.007,-1.559,-0.013,0.063,1
104.3,-0.023,0.002,-0.054,-1.578,-0.001,0.049,1
114.4,0.023,0.029,-0.009,-1.551,0.039,-1.411,1
117.6,-0.052,0.03,-0.024,-1.57,-0.151,-2.649,2
95.5,0.019,-0.017,-0.004,-1.551,-0.021,0.752,2
135.4,-0.004,-0.049,0.019,-1.644,-0.006,2.39,2
93.6,-0.013,-0.008,0.002,-1.538,-0.023,-0.908,1
82.5,0.025,0.094,0.001,-1.613,0.104,0.298,2
106.3,-0.005,0.016,-0.01,-1.608,0.019,0.369,2
88.9,-0.112,-0.464,-0.018,-1.559,-0.46,-0.427,2
77.9,-0.029,-0.017,-0.024,-1.635,-0.056,0.032,2
82.7,0.01,0.01,-0.028,-1.527,0.024,2.916,2
111.4,-0.023,-0.02,-0.02,-1.552,-0.01,1.788,2
74.5,-0.015,-0.007,0.014,-1.542,0.004,2.029,2
110.7,0.013,0.046,-0.018,-1.517,0.038,-0.782,2
77,-0.013,-0.004,0.03,-1.554,-0.048,-0.939,2
132.6,-0.017,0.022,-0.008,-1.54,-0.064,0.286,2
120.3,-0.001,-0.01,-0.019,-1.586,-0.026,2.399,1
110.3,-0.024,0.016,0.005,-1.524,-0.006,-0.687,1
92.3,0.014,0.017,-0.001,-1.56,0.014,-3.083,2
136.5,-0.029,-0.039,-0.006,-1.558,-0.064,0.271,2
118.7,0.002,-0.012,-0.061,-1.574,-0.061,-0.139,1
111.4,0.011,0.006,0.05,-1.592,-0.024,-0.788,2
92.4,-0.015,0.004,-0.003,-1.574,0.013,0.332,1
51.4,-0.018,-0.002,-0.046,-1.427,0.002,1.207,1
111.3,-0.019,0.01,-0.019,-1.541,-0.017,2.564,1
86.5,-0.009,0.001,0.008,-1.549,-0.024,-0.151,1
70.7,-0.006,-0.002,-0.003,-1.553,-0.015,1.845,2
93.9,-0.014,0.033,0.019,-1.51,-0.006,0.409,1
121,0.034,-0.01,-0.026,-1.534,-0.034,-2.488,2
98.9,0.021,-0.001,0.006,-1.542,0.005,-0.264,1
102.8,-0.005,0.008,0.007,-1.611,-0.025,2.883,2
111.3,0.011,-0.001,-0.011,-1.55,-0.015,-1.221,2
114.7,-0.002,0.009,0.004,-1.583,-0.019,-0.953,2
77.1,-0.006,-0.008,-0.066,-1.459,0.039,2.84,2
103.7,0,-0.004,0.02,-1.573,-0.059,-1.45,2
83.9,-0.027,-0.011,-0.022,-1.608,-0.026,-0.623,1
87,-0.027,0.012,0.016,-1.561,-0.024,-2.751,1
91.9,-0.025,0.01,0.022,-1.608,0.067,0.132,2
115.7,-0.024,-0.039,-0.006,-1.587,-0.005,2.898,2
102.5,-0.012,0.013,0.041,-1.483,-0.007,-0.764,2
87.6,-0.028,-0.004,0.025,-1.571,-0.017,-0.103,1
107.7,-0.012,-0.006,0,-1.489,-0.104,0.5,2
84.5,0.052,0.045,0.017,-1.562,-0.006,0.404,1
117.1,0.005,0.001,-0.049,-1.527,0.008,-3.034,2
101.8,-0.051,-0.011,-0.014,-1.531,-0.043,-1.669,1
90,-0.043,0.003,0.001,-1.549,-0.039,-0.184,1
79.2,-0.025,-0.013,0.055,-1.507,0.025,1.298,2
122.3,-0.021,-0.245,-0.077,-1.674,-0.317,-0.687,2
75.6,0.002,0.003,0.015,-1.559,-0.016,-0.419,1
123.7,-0.022,-0.004,-0.004,-1.545,-0.025,2.472,1
74,-0.046,-0.014,-0.031,-1.597,0.015,-0.126,2
82.8,-0.033,-0.023,-0.013,-1.542,0.012,2.689,2
87.5,-0.022,-0.004,-0.023,-1.579,0.025,0.003,1
87,-0.053,-0.45,0.07,-1.516,-0.402,-0.381,2
84.7,-0.001,0.011,0.012,-1.593,0.038,0.159,1
85.2,-0.008,-0.007,-0.025,-1.584,-0.017,1.665,1
129,-0.024,0.001,0.021,-1.621,-0.04,-2.273,2
112.6,-0.021,0.006,0.003,-1.555,0.029,2.347,1
83.4,0.041,-0.008,0.01,-1.586,-0.015,-0.531,2
93.7,-0.041,-0.057,-0.128,-1.629,-0.092,0.031,2
88,0.015,-0.018,-0.023,-1.568,0,-0.999,1
80.4,-0.005,-0.013,-0.021,-1.533,-0.017,-1.611,1
55.1,-0.026,-0.004,0.041,-1.451,-0.01,3.117,2
85,0.035,0.05,-0.028,-1.529,-0.041,1.107,2
77.3,0.002,-0.026,0.021,-1.529,0.01,2.16,1
75.6,0.015,-0.003,0.015,-1.543,-0.029,-1.821,2
89.9,-0.003,-0.004,-0.008,-1.569,-0.009,0.149,1
111.9,0,-0.029,-0.017,-1.575,-0.01,-0.029,2
113.8,-0.026,0.017,-0.036,-1.573,0.035,2.558,1
142.1,0.009,0.062,0.006,-1.551,0.059,-2.289,2
93.5,-0.051,-0.025,-0.005,-1.55,0.017,-0.133,2
92.5,-0.002,-0.014,-0.036,-1.591,0.057,0.179,1
94.1,-0.027,-0.027,0.005,-1.574,0,-2.521,1
88.1,0.026,-0.014,-0.008,-1.504,-0.012,1.01,1
58.9,-0.014,0.006,-0.01,-1.586,-0.013,1.7,1
118.5,-0.061,0.027,-0.015,-1.5,0.012,0.096,2
89.6,0.014,0.044,-0.008,-1.554,-0.014,-0.06,2
72.9,-0.005,0.013,-0.068,-1.585,-0.004,3.107,2
62.7,0.059,-0.048,-0.009,-1.577,-0.032,-1.872,2
78.9,-0.025,0.015,-0.002,-1.598,-0.008,-0.157,1
132.3,0.018,-0.071,0.028,-1.53,-0.109,0.231,2
73.2,-0.007,-0.002,0.015,-1.491,0.001,-0.834,1
93.1,-0.082,-0.436,0.041,-1.496,-0.383,-0.373,2
82.6,-0.031,0.028,-0.054,-1.563,-0.034,-0.737,2
119.1,0.009,-0.012,0.007,-1.571,0.03,-0.748,1
101.6,-0.023,-0.001,0.008,-1.518,-0.035,0.052,1
93.7,0.005,0.017,0.012,-1.616,0.008,-1.068,2
123.4,-0.013,0.026,0.002,-1.548,0.002,2.621,1
78.3,-0.038,-0.004,0.038,-1.588,0.031,0.519,1
108.6,-0.025,0.02,-0.026,-1.515,0,0.326,1
86.8,-0.007,0.032,-0.01,-1.515,0.026,1.794,2
120.7,-0.026,0.019,-0.006,-1.534,-0.056,-0.778,1
103.4,0.043,0.041,-0.009,-1.563,0.043,1.199,1
58.1,-0.044,-0.258,-0.091,-1.652,-0.016,2.153,1
87.9,-0.001,-0.005,-0.013,-1.608,0.033,0.675,1
90.5,0.003,-0.016,-0.009,-1.562,0.054,1.772,1
87.8,-0.044,0,0.005,-1.525,0.052,0.989,1
120.2,-0.028,-0.006,-0.016,-1.586,-0.029,0.533,2
93.9,-0.009,0.01,0.013,-1.546,0.063,0.252,2
87.8,-0.012,-0.012,-0.009,-1.576,-0.043,1.858,1
104.7,-0.011,0.038,0.02,-1.581,-0.013,1.709,2
129.5,-0.033,0.013,-0.012,-1.621,0.028,2.717,2
90,-0.005,-0.012,0.019,-1.533,-0.015,-1.789,1
74.7,0.036,-0.023,-0.002,-1.6,0.008,-0.206,1
115.4,-0.026,0.033,0.028,-1.552,0.006,3.129,2
105.7,-0.003,0.043,-0.022,-1.563,0.008,-1.014,2
92.2,0,-0.063,0.028,-1.519,-0.073,-2.347,1
89.3,-0.059,0.007,0.022,-1.548,-0.001,-2.784,2
115.2,0.007,-0.035,-0.005,-1.538,-0.006,-1.477,1
118.4,0.02,-0.008,-0.033,-1.543,-0.001,0.142,2
